5: inc a.*
6: dec c.*
\d: jnz c -2.*

{a=12, b=0, c=0, d=0}
11: dec d      {a=479001754, b=0, c=72, d=6}
9: jnz d -2   {a=479001754, b=0, c=72, d=6}
10: inc a      {a=479001755, b=0, c=72, d=6}
11: dec d      {a=479001755, b=0, c=72, d=5}
9: jnz d -2   {a=479001755, b=0, c=72, d=5}
10: inc a      {a=479001756, b=0, c=72, d=5}
11: dec d      {a=479001756, b=0, c=72, d=4}
9: jnz d -2   {a=479001756, b=0, c=72, d=4}
10: inc a      {a=479001757, b=0, c=72, d=4}
11: dec d      {a=479001757, b=0, c=72, d=3}
9: jnz d -2   {a=479001757, b=0, c=72, d=3}
10: inc a      {a=479001758, b=0, c=72, d=3}
11: dec d      {a=479001758, b=0, c=72, d=2}
9: jnz d -2   {a=479001758, b=0, c=72, d=2}
10: inc a      {a=479001759, b=0, c=72, d=2}
11: dec d      {a=479001759, b=0, c=72, d=1}
9: jnz d -2   {a=479001759, b=0, c=72, d=1}
10: inc a      {a=479001760, b=0, c=72, d=1}
11: dec d      {a=479001760, b=0, c=72, d=0}
12: jnz d -2   {a=479001760, b=0, c=72, d=0}
13: dec c      {a=479001760, b=0, c=71, d=0}
8: jnz c -5   {a=479001760, b=0, c=71, d=0}
9: cpy 80 d   {a=479001760, b=0, c=71, d=80}
10: inc a      {a=479001761, b=0, c=71, d=80}
11: dec d      {a=479001761, b=0, c=71, d=79}
9: jnz d -2   {a=479001761, b=0, c=71, d=79}
10: inc a      {a=479001762, b=0, c=71, d=79}
11: dec d      {a=479001762, b=0, c=71, d=78}
9: jnz d -2   {a=479001762, b=0, c=71, d=78}
10: inc a      {a=479001763, b=0, c=71, d=78}
11: dec d      {a=479001763, b=0, c=71, d=77}
9: jnz d -2   {a=479001763, b=0, c=71, d=77}
10: inc a      {a=479001764, b=0, c=71, d=77}
11: dec d      {a=479001764, b=0, c=71, d=76}
9: jnz d -2   {a=479001764, b=0, c=71, d=76}
10: inc a      {a=479001765, b=0, c=71, d=76}
11: dec d      {a=479001765, b=0, c=71, d=75}
9: jnz d -2   {a=479001765, b=0, c=71, d=75}
10: inc a      {a=479001766, b=0, c=71, d=75}
11: dec d      {a=479001766, b=0, c=71, d=74}
9: jnz d -2   {a=479001766, b=0, c=71, d=74}
10: inc a      {a=479001767, b=0, c=71, d=74}
11: dec d      {a=479001767, b=0, c=71, d=73}
9: jnz d -2   {a=479001767, b=0, c=71, d=73}
10: inc a      {a=479001768, b=0, c=71, d=73}
11: dec d      {a=479001768, b=0, c=71, d=72}
9: jnz d -2   {a=479001768, b=0, c=71, d=72}
10: inc a      {a=479001769, b=0, c=71, d=72}
11: dec d      {a=479001769, b=0, c=71, d=71}
9: jnz d -2   {a=479001769, b=0, c=71, d=71}
10: inc a      {a=479001770, b=0, c=71, d=71}
11: dec d      {a=479001770, b=0, c=71, d=70}
9: jnz d -2   {a=479001770, b=0, c=71, d=70}
10: inc a      {a=479001771, b=0, c=71, d=70}
11: dec d      {a=479001771, b=0, c=71, d=69}
9: jnz d -2   {a=479001771, b=0, c=71, d=69}
10: inc a      {a=479001772, b=0, c=71, d=69}
11: dec d      {a=479001772, b=0, c=71, d=68}
9: jnz d -2   {a=479001772, b=0, c=71, d=68}
10: inc a      {a=479001773, b=0, c=71, d=68}
11: dec d      {a=479001773, b=0, c=71, d=67}
9: jnz d -2   {a=479001773, b=0, c=71, d=67}
10: inc a      {a=479001774, b=0, c=71, d=67}
11: dec d      {a=479001774, b=0, c=71, d=66}
9: jnz d -2   {a=479001774, b=0, c=71, d=66}
10: inc a      {a=479001775, b=0, c=71, d=66}
11: dec d      {a=479001775, b=0, c=71, d=65}
9: jnz d -2   {a=479001775, b=0, c=71, d=65}
10: inc a      {a=479001776, b=0, c=71, d=65}
11: dec d      {a=479001776, b=0, c=71, d=64}
9: jnz d -2   {a=479001776, b=0, c=71, d=64}
10: inc a      {a=479001777, b=0, c=71, d=64}
11: dec d      {a=479001777, b=0, c=71, d=63}
9: jnz d -2   {a=479001777, b=0, c=71, d=63}
10: inc a      {a=479001778, b=0, c=71, d=63}
11: dec d      {a=479001778, b=0, c=71, d=62}
9: jnz d -2   {a=479001778, b=0, c=71, d=62}
10: inc a      {a=479001779, b=0, c=71, d=62}
11: dec d      {a=479001779, b=0, c=71, d=61}
9: jnz d -2   {a=479001779, b=0, c=71, d=61}
10: inc a      {a=479001780, b=0, c=71, d=61}
11: dec d      {a=479001780, b=0, c=71, d=60}
9: jnz d -2   {a=479001780, b=0, c=71, d=60}
10: inc a      {a=479001781, b=0, c=71, d=60}
11: dec d      {a=479001781, b=0, c=71, d=59}
9: jnz d -2   {a=479001781, b=0, c=71, d=59}
10: inc a      {a=479001782, b=0, c=71, d=59}
11: dec d      {a=479001782, b=0, c=71, d=58}
9: jnz d -2   {a=479001782, b=0, c=71, d=58}
10: inc a      {a=479001783, b=0, c=71, d=58}
11: dec d      {a=479001783, b=0, c=71, d=57}
9: jnz d -2   {a=479001783, b=0, c=71, d=57}
10: inc a      {a=479001784, b=0, c=71, d=57}
11: dec d      {a=479001784, b=0, c=71, d=56}
9: jnz d -2   {a=479001784, b=0, c=71, d=56}
10: inc a      {a=479001785, b=0, c=71, d=56}
11: dec d      {a=479001785, b=0, c=71, d=55}
9: jnz d -2   {a=479001785, b=0, c=71, d=55}
10: inc a      {a=479001786, b=0, c=71, d=55}
11: dec d      {a=479001786, b=0, c=71, d=54}
9: jnz d -2   {a=479001786, b=0, c=71, d=54}
10: inc a      {a=479001787, b=0, c=71, d=54}
11: dec d      {a=479001787, b=0, c=71, d=53}
9: jnz d -2   {a=479001787, b=0, c=71, d=53}
10: inc a      {a=479001788, b=0, c=71, d=53}
11: dec d      {a=479001788, b=0, c=71, d=52}
9: jnz d -2   {a=479001788, b=0, c=71, d=52}
10: inc a      {a=479001789, b=0, c=71, d=52}
11: dec d      {a=479001789, b=0, c=71, d=51}
9: jnz d -2   {a=479001789, b=0, c=71, d=51}
10: inc a      {a=479001790, b=0, c=71, d=51}
11: dec d      {a=479001790, b=0, c=71, d=50}
9: jnz d -2   {a=479001790, b=0, c=71, d=50}
10: inc a      {a=479001791, b=0, c=71, d=50}
11: dec d      {a=479001791, b=0, c=71, d=49}
9: jnz d -2   {a=479001791, b=0, c=71, d=49}
10: inc a      {a=479001792, b=0, c=71, d=49}
11: dec d      {a=479001792, b=0, c=71, d=48}
9: jnz d -2   {a=479001792, b=0, c=71, d=48}
10: inc a      {a=479001793, b=0, c=71, d=48}
11: dec d      {a=479001793, b=0, c=71, d=47}
9: jnz d -2   {a=479001793, b=0, c=71, d=47}
10: inc a      {a=479001794, b=0, c=71, d=47}
11: dec d      {a=479001794, b=0, c=71, d=46}
9: jnz d -2   {a=479001794, b=0, c=71, d=46}
10: inc a      {a=479001795, b=0, c=71, d=46}
11: dec d      {a=479001795, b=0, c=71, d=45}
9: jnz d -2   {a=479001795, b=0, c=71, d=45}
10: inc a      {a=479001796, b=0, c=71, d=45}
11: dec d      {a=479001796, b=0, c=71, d=44}
9: jnz d -2   {a=479001796, b=0, c=71, d=44}
10: inc a      {a=479001797, b=0, c=71, d=44}
11: dec d      {a=479001797, b=0, c=71, d=43}
9: jnz d -2   {a=479001797, b=0, c=71, d=43}
10: inc a      {a=479001798, b=0, c=71, d=43}
11: dec d      {a=479001798, b=0, c=71, d=42}
9: jnz d -2   {a=479001798, b=0, c=71, d=42}
10: inc a      {a=479001799, b=0, c=71, d=42}
11: dec d      {a=479001799, b=0, c=71, d=41}
9: jnz d -2   {a=479001799, b=0, c=71, d=41}
10: inc a      {a=479001800, b=0, c=71, d=41}
11: dec d      {a=479001800, b=0, c=71, d=40}
9: jnz d -2   {a=479001800, b=0, c=71, d=40}
10: inc a      {a=479001801, b=0, c=71, d=40}
11: dec d      {a=479001801, b=0, c=71, d=39}
9: jnz d -2   {a=479001801, b=0, c=71, d=39}
10: inc a      {a=479001802, b=0, c=71, d=39}
11: dec d      {a=479001802, b=0, c=71, d=38}
9: jnz d -2   {a=479001802, b=0, c=71, d=38}
10: inc a      {a=479001803, b=0, c=71, d=38}
11: dec d      {a=479001803, b=0, c=71, d=37}
9: jnz d -2   {a=479001803, b=0, c=71, d=37}
10: inc a      {a=479001804, b=0, c=71, d=37}
11: dec d      {a=479001804, b=0, c=71, d=36}
9: jnz d -2   {a=479001804, b=0, c=71, d=36}
10: inc a      {a=479001805, b=0, c=71, d=36}
11: dec d      {a=479001805, b=0, c=71, d=35}
9: jnz d -2   {a=479001805, b=0, c=71, d=35}
10: inc a      {a=479001806, b=0, c=71, d=35}
11: dec d      {a=479001806, b=0, c=71, d=34}
9: jnz d -2   {a=479001806, b=0, c=71, d=34}
10: inc a      {a=479001807, b=0, c=71, d=34}
11: dec d      {a=479001807, b=0, c=71, d=33}
9: jnz d -2   {a=479001807, b=0, c=71, d=33}
10: inc a      {a=479001808, b=0, c=71, d=33}
11: dec d      {a=479001808, b=0, c=71, d=32}
9: jnz d -2   {a=479001808, b=0, c=71, d=32}
10: inc a      {a=479001809, b=0, c=71, d=32}
11: dec d      {a=479001809, b=0, c=71, d=31}
9: jnz d -2   {a=479001809, b=0, c=71, d=31}
10: inc a      {a=479001810, b=0, c=71, d=31}
11: dec d      {a=479001810, b=0, c=71, d=30}
9: jnz d -2   {a=479001810, b=0, c=71, d=30}
10: inc a      {a=479001811, b=0, c=71, d=30}
11: dec d      {a=479001811, b=0, c=71, d=29}
9: jnz d -2   {a=479001811, b=0, c=71, d=29}
10: inc a      {a=479001812, b=0, c=71, d=29}
11: dec d      {a=479001812, b=0, c=71, d=28}
9: jnz d -2   {a=479001812, b=0, c=71, d=28}
10: inc a      {a=479001813, b=0, c=71, d=28}
11: dec d      {a=479001813, b=0, c=71, d=27}
9: jnz d -2   {a=479001813, b=0, c=71, d=27}
10: inc a      {a=479001814, b=0, c=71, d=27}
11: dec d      {a=479001814, b=0, c=71, d=26}
9: jnz d -2   {a=479001814, b=0, c=71, d=26}
10: inc a      {a=479001815, b=0, c=71, d=26}
11: dec d      {a=479001815, b=0, c=71, d=25}
9: jnz d -2   {a=479001815, b=0, c=71, d=25}
10: inc a      {a=479001816, b=0, c=71, d=25}
11: dec d      {a=479001816, b=0, c=71, d=24}
9: jnz d -2   {a=479001816, b=0, c=71, d=24}
10: inc a      {a=479001817, b=0, c=71, d=24}
11: dec d      {a=479001817, b=0, c=71, d=23}
9: jnz d -2   {a=479001817, b=0, c=71, d=23}
10: inc a      {a=479001818, b=0, c=71, d=23}
11: dec d      {a=479001818, b=0, c=71, d=22}
9: jnz d -2   {a=479001818, b=0, c=71, d=22}
10: inc a      {a=479001819, b=0, c=71, d=22}
11: dec d      {a=479001819, b=0, c=71, d=21}
9: jnz d -2   {a=479001819, b=0, c=71, d=21}
10: inc a      {a=479001820, b=0, c=71, d=21}
11: dec d      {a=479001820, b=0, c=71, d=20}
9: jnz d -2   {a=479001820, b=0, c=71, d=20}
10: inc a      {a=479001821, b=0, c=71, d=20}
11: dec d      {a=479001821, b=0, c=71, d=19}
9: jnz d -2   {a=479001821, b=0, c=71, d=19}
10: inc a      {a=479001822, b=0, c=71, d=19}
11: dec d      {a=479001822, b=0, c=71, d=18}
9: jnz d -2   {a=479001822, b=0, c=71, d=18}
10: inc a      {a=479001823, b=0, c=71, d=18}
11: dec d      {a=479001823, b=0, c=71, d=17}
9: jnz d -2   {a=479001823, b=0, c=71, d=17}
10: inc a      {a=479001824, b=0, c=71, d=17}
11: dec d      {a=479001824, b=0, c=71, d=16}
9: jnz d -2   {a=479001824, b=0, c=71, d=16}
10: inc a      {a=479001825, b=0, c=71, d=16}
11: dec d      {a=479001825, b=0, c=71, d=15}
9: jnz d -2   {a=479001825, b=0, c=71, d=15}
10: inc a      {a=479001826, b=0, c=71, d=15}
11: dec d      {a=479001826, b=0, c=71, d=14}
9: jnz d -2   {a=479001826, b=0, c=71, d=14}
10: inc a      {a=479001827, b=0, c=71, d=14}
11: dec d      {a=479001827, b=0, c=71, d=13}
9: jnz d -2   {a=479001827, b=0, c=71, d=13}
10: inc a      {a=479001828, b=0, c=71, d=13}
11: dec d      {a=479001828, b=0, c=71, d=12}
9: jnz d -2   {a=479001828, b=0, c=71, d=12}
10: inc a      {a=479001829, b=0, c=71, d=12}
11: dec d      {a=479001829, b=0, c=71, d=11}
9: jnz d -2   {a=479001829, b=0, c=71, d=11}
10: inc a      {a=479001830, b=0, c=71, d=11}
11: dec d      {a=479001830, b=0, c=71, d=10}
9: jnz d -2   {a=479001830, b=0, c=71, d=10}
10: inc a      {a=479001831, b=0, c=71, d=10}
11: dec d      {a=479001831, b=0, c=71, d=9}
9: jnz d -2   {a=479001831, b=0, c=71, d=9}
10: inc a      {a=479001832, b=0, c=71, d=9}
11: dec d      {a=479001832, b=0, c=71, d=8}
9: jnz d -2   {a=479001832, b=0, c=71, d=8}
10: inc a      {a=479001833, b=0, c=71, d=8}
11: dec d      {a=479001833, b=0, c=71, d=7}
9: jnz d -2   {a=479001833, b=0, c=71, d=7}
10: inc a      {a=479001834, b=0, c=71, d=7}
11: dec d      {a=479001834, b=0, c=71, d=6}
9: jnz d -2   {a=479001834, b=0, c=71, d=6}
10: inc a      {a=479001835, b=0, c=71, d=6}
11: dec d      {a=479001835, b=0, c=71, d=5}
9: jnz d -2   {a=479001835, b=0, c=71, d=5}
10: inc a      {a=479001836, b=0, c=71, d=5}
11: dec d      {a=479001836, b=0, c=71, d=4}
9: jnz d -2   {a=479001836, b=0, c=71, d=4}
10: inc a      {a=479001837, b=0, c=71, d=4}
11: dec d      {a=479001837, b=0, c=71, d=3}
9: jnz d -2   {a=479001837, b=0, c=71, d=3}
10: inc a      {a=479001838, b=0, c=71, d=3}
11: dec d      {a=479001838, b=0, c=71, d=2}
9: jnz d -2   {a=479001838, b=0, c=71, d=2}
10: inc a      {a=479001839, b=0, c=71, d=2}
11: dec d      {a=479001839, b=0, c=71, d=1}
9: jnz d -2   {a=479001839, b=0, c=71, d=1}
10: inc a      {a=479001840, b=0, c=71, d=1}
11: dec d      {a=479001840, b=0, c=71, d=0}
12: jnz d -2   {a=479001840, b=0, c=71, d=0}
13: dec c      {a=479001840, b=0, c=70, d=0}
8: jnz c -5   {a=479001840, b=0, c=70, d=0}
9: cpy 80 d   {a=479001840, b=0, c=70, d=80}
10: inc a      {a=479001841, b=0, c=70, d=80}
11: dec d      {a=479001841, b=0, c=70, d=79}
9: jnz d -2   {a=479001841, b=0, c=70, d=79}
10: inc a      {a=479001842, b=0, c=70, d=79}
11: dec d      {a=479001842, b=0, c=70, d=78}
9: jnz d -2   {a=479001842, b=0, c=70, d=78}
10: inc a      {a=479001843, b=0, c=70, d=78}
11: dec d      {a=479001843, b=0, c=70, d=77}
9: jnz d -2   {a=479001843, b=0, c=70, d=77}
10: inc a      {a=479001844, b=0, c=70, d=77}
11: dec d      {a=479001844, b=0, c=70, d=76}
9: jnz d -2   {a=479001844, b=0, c=70, d=76}
10: inc a      {a=479001845, b=0, c=70, d=76}
11: dec d      {a=479001845, b=0, c=70, d=75}
9: jnz d -2   {a=479001845, b=0, c=70, d=75}
10: inc a      {a=479001846, b=0, c=70, d=75}
11: dec d      {a=479001846, b=0, c=70, d=74}
9: jnz d -2   {a=479001846, b=0, c=70, d=74}
10: inc a      {a=479001847, b=0, c=70, d=74}
11: dec d      {a=479001847, b=0, c=70, d=73}
9: jnz d -2   {a=479001847, b=0, c=70, d=73}
10: inc a      {a=479001848, b=0, c=70, d=73}
11: dec d      {a=479001848, b=0, c=70, d=72}
9: jnz d -2   {a=479001848, b=0, c=70, d=72}
10: inc a      {a=479001849, b=0, c=70, d=72}
11: dec d      {a=479001849, b=0, c=70, d=71}
9: jnz d -2   {a=479001849, b=0, c=70, d=71}
10: inc a      {a=479001850, b=0, c=70, d=71}
11: dec d      {a=479001850, b=0, c=70, d=70}
9: jnz d -2   {a=479001850, b=0, c=70, d=70}
10: inc a      {a=479001851, b=0, c=70, d=70}
11: dec d      {a=479001851, b=0, c=70, d=69}
9: jnz d -2   {a=479001851, b=0, c=70, d=69}
10: inc a      {a=479001852, b=0, c=70, d=69}
11: dec d      {a=479001852, b=0, c=70, d=68}
9: jnz d -2   {a=479001852, b=0, c=70, d=68}
10: inc a      {a=479001853, b=0, c=70, d=68}
11: dec d      {a=479001853, b=0, c=70, d=67}
9: jnz d -2   {a=479001853, b=0, c=70, d=67}
10: inc a      {a=479001854, b=0, c=70, d=67}
11: dec d      {a=479001854, b=0, c=70, d=66}
9: jnz d -2   {a=479001854, b=0, c=70, d=66}
10: inc a      {a=479001855, b=0, c=70, d=66}
11: dec d      {a=479001855, b=0, c=70, d=65}
9: jnz d -2   {a=479001855, b=0, c=70, d=65}
10: inc a      {a=479001856, b=0, c=70, d=65}
11: dec d      {a=479001856, b=0, c=70, d=64}
9: jnz d -2   {a=479001856, b=0, c=70, d=64}
10: inc a      {a=479001857, b=0, c=70, d=64}
11: dec d      {a=479001857, b=0, c=70, d=63}
9: jnz d -2   {a=479001857, b=0, c=70, d=63}
10: inc a      {a=479001858, b=0, c=70, d=63}
11: dec d      {a=479001858, b=0, c=70, d=62}
9: jnz d -2   {a=479001858, b=0, c=70, d=62}
10: inc a      {a=479001859, b=0, c=70, d=62}
11: dec d      {a=479001859, b=0, c=70, d=61}
9: jnz d -2   {a=479001859, b=0, c=70, d=61}
10: inc a      {a=479001860, b=0, c=70, d=61}
11: dec d      {a=479001860, b=0, c=70, d=60}
9: jnz d -2   {a=479001860, b=0, c=70, d=60}
10: inc a      {a=479001861, b=0, c=70, d=60}
11: dec d      {a=479001861, b=0, c=70, d=59}
9: jnz d -2   {a=479001861, b=0, c=70, d=59}
10: inc a      {a=479001862, b=0, c=70, d=59}
11: dec d      {a=479001862, b=0, c=70, d=58}
9: jnz d -2   {a=479001862, b=0, c=70, d=58}
10: inc a      {a=479001863, b=0, c=70, d=58}
11: dec d      {a=479001863, b=0, c=70, d=57}
9: jnz d -2   {a=479001863, b=0, c=70, d=57}
10: inc a      {a=479001864, b=0, c=70, d=57}
11: dec d      {a=479001864, b=0, c=70, d=56}
9: jnz d -2   {a=479001864, b=0, c=70, d=56}
10: inc a      {a=479001865, b=0, c=70, d=56}
11: dec d      {a=479001865, b=0, c=70, d=55}
9: jnz d -2   {a=479001865, b=0, c=70, d=55}
10: inc a      {a=479001866, b=0, c=70, d=55}
11: dec d      {a=479001866, b=0, c=70, d=54}
9: jnz d -2   {a=479001866, b=0, c=70, d=54}
10: inc a      {a=479001867, b=0, c=70, d=54}
11: dec d      {a=479001867, b=0, c=70, d=53}
9: jnz d -2   {a=479001867, b=0, c=70, d=53}
10: inc a      {a=479001868, b=0, c=70, d=53}
11: dec d      {a=479001868, b=0, c=70, d=52}
9: jnz d -2   {a=479001868, b=0, c=70, d=52}
10: inc a      {a=479001869, b=0, c=70, d=52}
11: dec d      {a=479001869, b=0, c=70, d=51}
9: jnz d -2   {a=479001869, b=0, c=70, d=51}
10: inc a      {a=479001870, b=0, c=70, d=51}
11: dec d      {a=479001870, b=0, c=70, d=50}
9: jnz d -2   {a=479001870, b=0, c=70, d=50}
10: inc a      {a=479001871, b=0, c=70, d=50}
11: dec d      {a=479001871, b=0, c=70, d=49}
9: jnz d -2   {a=479001871, b=0, c=70, d=49}
10: inc a      {a=479001872, b=0, c=70, d=49}
11: dec d      {a=479001872, b=0, c=70, d=48}
9: jnz d -2   {a=479001872, b=0, c=70, d=48}
10: inc a      {a=479001873, b=0, c=70, d=48}
11: dec d      {a=479001873, b=0, c=70, d=47}
9: jnz d -2   {a=479001873, b=0, c=70, d=47}
10: inc a      {a=479001874, b=0, c=70, d=47}
11: dec d      {a=479001874, b=0, c=70, d=46}
9: jnz d -2   {a=479001874, b=0, c=70, d=46}
10: inc a      {a=479001875, b=0, c=70, d=46}
11: dec d      {a=479001875, b=0, c=70, d=45}
9: jnz d -2   {a=479001875, b=0, c=70, d=45}
10: inc a      {a=479001876, b=0, c=70, d=45}
11: dec d      {a=479001876, b=0, c=70, d=44}
9: jnz d -2   {a=479001876, b=0, c=70, d=44}
10: inc a      {a=479001877, b=0, c=70, d=44}
11: dec d      {a=479001877, b=0, c=70, d=43}
9: jnz d -2   {a=479001877, b=0, c=70, d=43}
10: inc a      {a=479001878, b=0, c=70, d=43}
11: dec d      {a=479001878, b=0, c=70, d=42}
9: jnz d -2   {a=479001878, b=0, c=70, d=42}
10: inc a      {a=479001879, b=0, c=70, d=42}
11: dec d      {a=479001879, b=0, c=70, d=41}
9: jnz d -2   {a=479001879, b=0, c=70, d=41}
10: inc a      {a=479001880, b=0, c=70, d=41}
11: dec d      {a=479001880, b=0, c=70, d=40}
9: jnz d -2   {a=479001880, b=0, c=70, d=40}
10: inc a      {a=479001881, b=0, c=70, d=40}
11: dec d      {a=479001881, b=0, c=70, d=39}
9: jnz d -2   {a=479001881, b=0, c=70, d=39}
10: inc a      {a=479001882, b=0, c=70, d=39}
11: dec d      {a=479001882, b=0, c=70, d=38}
9: jnz d -2   {a=479001882, b=0, c=70, d=38}
10: inc a      {a=479001883, b=0, c=70, d=38}
11: dec d      {a=479001883, b=0, c=70, d=37}
9: jnz d -2   {a=479001883, b=0, c=70, d=37}
10: inc a      {a=479001884, b=0, c=70, d=37}
11: dec d      {a=479001884, b=0, c=70, d=36}
9: jnz d -2   {a=479001884, b=0, c=70, d=36}
10: inc a      {a=479001885, b=0, c=70, d=36}
11: dec d      {a=479001885, b=0, c=70, d=35}
9: jnz d -2   {a=479001885, b=0, c=70, d=35}
10: inc a      {a=479001886, b=0, c=70, d=35}
11: dec d      {a=479001886, b=0, c=70, d=34}
9: jnz d -2   {a=479001886, b=0, c=70, d=34}
10: inc a      {a=479001887, b=0, c=70, d=34}
11: dec d      {a=479001887, b=0, c=70, d=33}
9: jnz d -2   {a=479001887, b=0, c=70, d=33}
10: inc a      {a=479001888, b=0, c=70, d=33}
11: dec d      {a=479001888, b=0, c=70, d=32}
9: jnz d -2   {a=479001888, b=0, c=70, d=32}
10: inc a      {a=479001889, b=0, c=70, d=32}
11: dec d      {a=479001889, b=0, c=70, d=31}
9: jnz d -2   {a=479001889, b=0, c=70, d=31}
10: inc a      {a=479001890, b=0, c=70, d=31}
11: dec d      {a=479001890, b=0, c=70, d=30}
9: jnz d -2   {a=479001890, b=0, c=70, d=30}
10: inc a      {a=479001891, b=0, c=70, d=30}
11: dec d      {a=479001891, b=0, c=70, d=29}
9: jnz d -2   {a=479001891, b=0, c=70, d=29}
10: inc a      {a=479001892, b=0, c=70, d=29}
11: dec d      {a=479001892, b=0, c=70, d=28}
9: jnz d -2   {a=479001892, b=0, c=70, d=28}
10: inc a      {a=479001893, b=0, c=70, d=28}
11: dec d      {a=479001893, b=0, c=70, d=27}
9: jnz d -2   {a=479001893, b=0, c=70, d=27}
10: inc a      {a=479001894, b=0, c=70, d=27}
11: dec d      {a=479001894, b=0, c=70, d=26}
9: jnz d -2   {a=479001894, b=0, c=70, d=26}
10: inc a      {a=479001895, b=0, c=70, d=26}
11: dec d      {a=479001895, b=0, c=70, d=25}
9: jnz d -2   {a=479001895, b=0, c=70, d=25}
10: inc a      {a=479001896, b=0, c=70, d=25}
11: dec d      {a=479001896, b=0, c=70, d=24}
9: jnz d -2   {a=479001896, b=0, c=70, d=24}
10: inc a      {a=479001897, b=0, c=70, d=24}
11: dec d      {a=479001897, b=0, c=70, d=23}
9: jnz d -2   {a=479001897, b=0, c=70, d=23}
10: inc a      {a=479001898, b=0, c=70, d=23}
11: dec d      {a=479001898, b=0, c=70, d=22}
9: jnz d -2   {a=479001898, b=0, c=70, d=22}
10: inc a      {a=479001899, b=0, c=70, d=22}
11: dec d      {a=479001899, b=0, c=70, d=21}
9: jnz d -2   {a=479001899, b=0, c=70, d=21}
10: inc a      {a=479001900, b=0, c=70, d=21}
11: dec d      {a=479001900, b=0, c=70, d=20}
9: jnz d -2   {a=479001900, b=0, c=70, d=20}
10: inc a      {a=479001901, b=0, c=70, d=20}
11: dec d      {a=479001901, b=0, c=70, d=19}
9: jnz d -2   {a=479001901, b=0, c=70, d=19}
10: inc a      {a=479001902, b=0, c=70, d=19}
11: dec d      {a=479001902, b=0, c=70, d=18}
9: jnz d -2   {a=479001902, b=0, c=70, d=18}
10: inc a      {a=479001903, b=0, c=70, d=18}
11: dec d      {a=479001903, b=0, c=70, d=17}
9: jnz d -2   {a=479001903, b=0, c=70, d=17}
10: inc a      {a=479001904, b=0, c=70, d=17}
11: dec d      {a=479001904, b=0, c=70, d=16}
9: jnz d -2   {a=479001904, b=0, c=70, d=16}
10: inc a      {a=479001905, b=0, c=70, d=16}
11: dec d      {a=479001905, b=0, c=70, d=15}
9: jnz d -2   {a=479001905, b=0, c=70, d=15}
10: inc a      {a=479001906, b=0, c=70, d=15}
11: dec d      {a=479001906, b=0, c=70, d=14}
9: jnz d -2   {a=479001906, b=0, c=70, d=14}
10: inc a      {a=479001907, b=0, c=70, d=14}
11: dec d      {a=479001907, b=0, c=70, d=13}
9: jnz d -2   {a=479001907, b=0, c=70, d=13}
10: inc a      {a=479001908, b=0, c=70, d=13}
11: dec d      {a=479001908, b=0, c=70, d=12}
9: jnz d -2   {a=479001908, b=0, c=70, d=12}
10: inc a      {a=479001909, b=0, c=70, d=12}
11: dec d      {a=479001909, b=0, c=70, d=11}
9: jnz d -2   {a=479001909, b=0, c=70, d=11}
10: inc a      {a=479001910, b=0, c=70, d=11}
11: dec d      {a=479001910, b=0, c=70, d=10}
